FAMILY_ID_2019,STATE_2019,STATE_CURRENT_2019,N_IN_FU,AGE_HEAD,SEX_HEAD,AGE_WIFE,SEX_WIFE,N_CHILDREN,AGE_YOUNGEST_CHILD,MARITAL_STATUS,OWN_RENT,HOME_VALUE,HAS_MORTGAGE,MORTGAGE_BALANCE,MORTGAGE_PAYMENT_MO,MORTGAGE_RATE_TYPE,MORTGAGE_INT_RATE,BEHIND_ON_MORTGAGE,FORECLOSURE,HEAD_EMPLOY_MENTION1,HEAD_EMPLOY_MENTION2,HEAD_EMPLOY_MENTION3,HEAD_WEEKS_EMPLOYED,HEAD_HOURS_LAST_YEAR,HEAD_HOURS_PER_WEEK,WIFE_IN_FU,WIFE_EMPLOY_MENTION1,WIFE_EMPLOY_MENTION2,WIFE_EMPLOY_MENTION3,WIFE_WEEKS_EMPLOYED,WIFE_HOURS_LAST_YEAR,WIFE_HRS_HOUSEWORK,WIFE_HRS_PERSONAL_CARE,WIFE_HRS_SHOPPING,WIFE_HRS_CHILDCARE,WIFE_HRS_ADULT_CARE,WIFE_HRS_VOLUNTEER,WIFE_HRS_EDUCATION,WIFE_HRS_LEISURE,WIFE_HAS_WAGES,WIFE_WAGES_SALARY_RAW,WIFE_BONUS_AMT,WIFE_OVERTIME_AMT,WIFE_OTHER_LABOR_INC,WIFE_WORK_WEEKS_2018,WIFE_WEEKLY_HOURS_2018,HEAD_LABOR_INC_2018,WIFE_WAGES_CLEAN,WIFE_LABOR_INC_TOTAL,FAMILY_INCOME_2018,YEAR,DSV_ANNUAL,RE_BUFFER,EAD,DRMI,LTV,IS_HOMEMAKER,DEFAULT,MONTHLY_INCOME,DTI_PROXY,DSV_COMMON,DSV_FULL,DRMI_COMMON,DRMI_W,DRMI_COMMON_W,DSV_COMMON_W,DSV_FULL_W,DSV_ANNUAL_W,MORTGAGE_BALANCE_W,HOME_VALUE_W,LTV_W,DTI_PROXY_W,WIFE_HRS_HOUSEWORK_W,WIFE_HRS_CHILDCARE_W,WIFE_HRS_ADULT_CARE_W,WIFE_WAGES_SALARY_RAW_W,LOG_DRMI_COMMON,LOG_DSV_COMMON,LOG_MORTGAGE_BALANCE,LOG_HOME_VALUE,LOG_WIFE_WAGES_SALARY_RAW,BEST_INCOME,DTI_PROXY_V2,FAMILY_INCOME_2018_SCALED,STATE_ABBR,CC_WEEKLY_2018,CC_ANNUAL_2018,LOG_CC_ANNUAL
4415.0,32,37,2,22.0,1,23.0,2,0,0,1,1,200000.0,1,164000.0,1182,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,28,40.0,14.0,14.0,5.0,1.0,0.0,1.0,0.0,14.0,1,17000.0,0,0,0,0.0,0.0,,190.0,0.0,0,2019,30864.6,30864.6,164000.0,0.9409939024390244,0.82,0,0.0,0.0,,13488.28,30864.6,0.4112280487804877,0.9409939024390244,0.4112280487804877,13488.28,30864.6,30864.6,164000.0,200000.0,0.82,,14.0,1.0,0.0,17000.0,0.3444602819093813,9.509650574908628,12.00762780434872,12.206077645517674,9.741027444837728,17000.0,0.8343529411764705,0,ND,139.79500000000002,7269.340000000001,8.891558336971825
4427.0,19,24,2,31.0,1,30.0,2,0,0,1,1,315000.0,1,240000.0,1470,1,1.0,5,0,1.0,0,0,52,45.0,45.0,1,1.0,7,0,52,40.0,5.0,10.0,4.0,0.0,0.0,30.0,15.0,5.0,1,70000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,17337.32,17337.32,240000.0,0.3611941666666666,0.7619047619047619,0,0.0,0.0,,4521.400000000001,17337.32,0.0941958333333333,0.3611941666666666,0.0941958333333333,4521.400000000001,17337.32,17337.32,240000.0,315000.0,0.7619047619047619,,5.0,0.0,0.0,70000.0,0.090019694683231,8.416798105361082,12.388398368982116,12.660331092405906,11.156264806643742,70000.0,0.252,0,MA,295.0,15340.0,9.638284261844774
4428.0,12,17,3,31.0,1,39.0,2,1,15,1,1,120000.0,1,85000.0,581,1,3.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,30.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,20.0,1,,0,0,0,1111.0,38.0,,0.0,0.0,0,2019,17259.32,17259.32,85000.0,1.0152541176470589,0.7083333333333334,0,0.0,0.0,,9042.8,17259.32,0.531929411764706,1.0152541176470589,0.531929411764706,9042.8,17259.32,17259.32,85000.0,120000.0,0.7083333333333334,,10.0,0.0,0.0,,0.4265279943852721,9.10983471904454,11.350418300109132,11.695255355062796,,,,0,IN,,,
4434.0,4,6,4,62.0,1,56.0,2,0,0,1,1,450000.0,1,370000.0,2400,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,20.0,20.0,10.0,10.0,0.0,2.0,3.0,20.0,1,115000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,53887.6,53887.6,370000.0,0.7282108108108107,0.8222222222222222,0,0.0,0.0,,26369.2,53887.6,0.3563405405405405,0.7282108108108107,0.3563405405405405,26369.2,53887.6,53887.6,370000.0,450000.0,0.8222222222222222,,20.0,10.0,0.0,115000.0,0.3047902940806582,10.179989863694756,12.821260987319455,13.017005083966255,11.652696102959752,115000.0,0.2504347826086956,0,CA,235.6775,12255.23,9.413789658122825
4436.0,31,36,5,46.0,1,42.0,2,3,6,1,1,938000.0,1,180000.0,1500,1,5.0,5,0,1.0,0,0,52,50.0,40.0,1,1.0,0,0,52,32.0,8.0,6.0,10.0,50.0,0.0,0.0,0.0,15.0,1,125000.0,10000,0,0,1111.0,32.0,,0.0,0.0,0,2019,63510.72,63510.72,180000.0,1.7641866666666666,0.1918976545842217,0,0.0,0.0,,48652.24,63510.72,1.3514511111111112,1.7641866666666666,1.3514511111111112,48652.24,63510.72,63510.72,180000.0,938000.0,0.1918976545842217,,8.0,50.0,0.0,125000.0,0.8550326316748735,10.792473683546644,12.100717685412471,13.751506294085877,11.736077016252436,125000.0,0.144,0,NC,150.57,7829.639999999999,8.965799522553892
4443.0,4,6,2,62.0,1,56.0,2,0,0,1,1,568000.0,1,178000.0,1100,1,4.0,5,0,4.0,0,0,52,8.0,8.0,1,1.0,0,0,52,8.0,14.0,14.0,10.0,0.0,0.0,3.0,2.0,14.0,1,7000.0,0,0,0,1111.0,10.0,490.0,0.0,0.0,0,2019,34752.64,34752.64,178000.0,0.9761977528089888,0.3133802816901408,0,0.0,0.0,,12659.92,34752.64,0.3556157303370786,0.9761977528089888,0.3556157303370786,12659.92,34752.64,34752.64,178000.0,568000.0,0.3133802816901408,,14.0,0.0,0.0,7000.0,0.304255764650001,9.446275362884068,12.08954444723597,13.24987845826512,8.853808274977197,7000.0,1.8857142857142857,0,CA,235.6775,12255.23,9.413789658122825
4462.0,2,4,5,36.0,1,35.0,2,3,3,1,1,230000.0,1,140000.0,900,1,3.0,5,0,1.0,0,0,52,80.0,72.0,1,6.0,0,0,0,0.0,40.0,10.0,3.0,168.0,0.0,1.0,0.0,10.0,5,0.0,0,0,0,0.0,0.0,0.0,520.0,0.0,0,2019,187208.32,187208.32,140000.0,6.686011428571429,0.6086956521739131,1,0.0,0.0,,175335.68,187208.32,6.261988571428571,6.686011428571429,6.261988571428571,175335.68,187208.32,187208.32,140000.0,230000.0,0.6086956521739131,,40.0,168.0,0.0,0.0,1.982653699241053,12.074463290322043,11.849404844423074,12.345838935721968,0.0,,,0,AZ,168.75,8775.0,9.079776001955066
4467.0,9,12,3,42.0,1,39.0,2,1,11,1,1,500000.0,1,341000.0,1593,1,3.0,5,0,1.0,0,0,52,60.0,60.0,1,1.0,0,0,52,32.0,12.0,3.0,2.0,30.0,10.0,1.0,2.0,4.0,1,53000.0,0,0,0,1111.0,28.0,,0.0,0.0,0,2019,52074.35999999999,52074.35999999999,341000.0,0.7635536656891495,0.682,0,0.0,0.0,,47474.95999999999,52074.35999999999,0.6961137829912022,0.7635536656891495,0.6961137829912022,47474.95999999999,52074.35999999999,52074.35999999999,341000.0,500000.0,0.682,,12.0,30.0,10.0,53000.0,0.5283396241471747,10.767978756645078,12.739640688812674,13.122365377402328,10.87806606028079,53000.0,0.3606792452830188,0,GA,,,
4476.0,13,18,5,42.0,1,39.0,2,3,3,1,1,950000.0,1,520000.0,4500,1,3.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,20.0,15.0,7.0,2.0,30.0,0.0,5.0,0.0,20.0,1,60000.0,0,0,0,1111.0,20.0,,0.0,0.0,0,2019,46631.52,46631.52,520000.0,0.4483799999999999,0.5473684210526316,0,0.0,0.0,,38415.0,46631.52,0.369375,0.4483799999999999,0.369375,38415.0,46631.52,46631.52,520000.0,950000.0,0.5473684210526316,,15.0,30.0,0.0,60000.0,0.3143544313675939,10.556229318461034,13.161586013632684,13.76421831620775,11.002116507732016,60000.0,0.9,0,IA,,,
4478.0,41,47,2,29.0,1,24.0,2,0,0,1,1,425000.0,1,224000.0,1300,1,4.0,5,0,1.0,0,0,52,45.0,45.0,1,1.0,0,0,52,40.0,6.0,4.0,3.0,0.0,0.0,1.0,0.0,5.0,1,38000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,11872.64,11872.64,224000.0,0.2650142857142857,0.5270588235294118,0,0.0,0.0,,5425.68,11872.64,0.1211089285714285,0.2650142857142857,0.1211089285714285,5425.68,11872.64,11872.64,224000.0,425000.0,0.5270588235294118,,6.0,0.0,0.0,38000.0,0.1143183102625723,8.59908280788786,12.319405795112926,12.959846800844964,10.545367754151744,38000.0,0.4105263157894737,0,TX,128.35,6674.2,8.8061544453664
4481.0,37,42,4,55.0,1,57.0,2,2,15,1,1,250000.0,1,120000.0,1038,1,7.0,5,0,4.0,0,0,0,0.0,0.0,1,1.0,0,0,52,40.0,10.0,14.0,10.0,4.0,28.0,0.0,0.0,10.0,1,65000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,67412.8,67412.8,120000.0,2.808866666666667,0.48,0,0.0,0.0,,45320.08,67412.8,1.8883366666666668,2.808866666666667,1.8883366666666668,45320.08,67412.8,67412.8,120000.0,250000.0,0.48,,10.0,4.0,28.0,65000.0,1.060680788566884,10.721527545396391,11.695255355062796,12.429220196836384,11.082157933374816,65000.0,0.1916307692307692,0,RI,264.565,13757.38,9.529403371998173
4482.0,37,42,3,29.0,1,30.0,2,1,1,1,1,290000.0,1,190000.0,1685,1,2.0,5,0,1.0,0,0,52,56.0,56.0,1,1.0,7,0,52,36.0,30.0,20.0,4.0,40.0,0.0,0.0,30.0,10.0,1,70000.0,0,0,0,1111.0,38.0,,0.0,0.0,0,2019,82121.52,82121.52,190000.0,2.161092631578948,0.6551724137931034,0,0.0,0.0,,60262.8,82121.52,1.5858631578947369,2.161092631578948,1.5858631578947369,60262.8,82121.52,82121.52,190000.0,290000.0,0.6551724137931034,,30.0,40.0,0.0,70000.0,0.9500593624355148,11.006486870769107,12.154784614286667,12.577639650232571,11.156264806643742,70000.0,0.2888571428571428,0,RI,264.565,13757.38,9.529403371998173
4495.0,37,42,4,37.0,1,39.0,2,2,2,1,1,200000.0,1,90000.0,790,1,6.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,44.0,14.0,7.0,2.0,40.0,0.0,1.0,0.0,20.0,1,42000.0,0,0,0,1111.0,42.0,,0.0,0.0,0,2019,54010.84,54010.84,90000.0,3.0006022222222226,0.45,0,0.0,0.0,,45794.32000000001,54010.84,2.5441288888888893,3.0006022222222226,2.5441288888888893,45794.32000000001,54010.84,54010.84,90000.0,200000.0,0.45,,14.0,40.0,0.0,42000.0,1.265292400278167,10.731937181475082,11.407576060361786,12.206077645517674,10.645448706505872,42000.0,0.2257142857142857,0,RI,264.565,13757.38,9.529403371998173
4497.0,4,6,4,56.0,1,42.0,2,2,9,1,1,1800000.0,1,450000.0,3800,1,3.0,5,0,1.0,0,0,52,40.0,40.0,1,6.0,0,0,0,0.0,20.0,10.0,8.0,8.0,3.0,4.0,12.0,10.0,5,0.0,0,0,0,0.0,0.0,0.0,520.0,0.0,0,2019,44833.36,44833.36,450000.0,0.4981484444444444,0.25,1,0.0,0.0,,28244.32,44833.36,0.3138257777777777,0.4981484444444444,0.3138257777777777,28244.32,44833.36,44833.36,450000.0,1400000.0,0.25,,20.0,8.0,3.0,0.0,0.2729433220614775,10.248683059134024,13.017005083966255,14.151983508870948,0.0,,,0,CA,235.6775,12255.23,9.413789658122825
